Data,Último,Abertura,Máxima,Mínima,Vol.,Var%,,,,
21.06.2004,20293,20336,20654,20274,"243,38M","-0,20%",,,,
18.06.2004,20333,20330,20455,20076,"130,98M","-0,01%",,,,
17.06.2004,20335,20460,20697,20203,"247,65M","-0,61%",,,,
16.06.2004,20460,20050,20514,20006,"519,76M","2,06%",,,,
15.06.2004,20047,19496,20047,19496,"252,38M","2,87%",,,,
14.06.2004,19488,19833,19833,19371,"187,83M","-1,75%",,,,
11.06.2004,19834,19865,19979,19789,"658,88M","-0,15%",,,,
09.06.2004,19865,20269,20298,19797,"194,76M","-2,07%",,,,
08.06.2004,20284,20447,20529,20159,"231,85M","-0,80%",,,,
07.06.2004,20447,19826,20487,19826,"329,80M","3,17%",,,,
04.06.2004,19819,19404,19902,19404,"176,91M","2,16%",,,,
03.06.2004,19400,19723,19776,19332,"189,65M","-1,61%",,,,
02.06.2004,19717,19553,19923,19553,"249,79M","0,87%",,,,
01.06.2004,19546,19545,19613,19177,"319,75M","0,01%",,,,
31.05.2004,19545,19672,19769,19421,"914,60M","-0,62%",,,,
28.05.2004,19667,19734,19991,19580,"274,28M","-0,34%",,,,
27.05.2004,19734,19069,19763,19061,"306,62M","3,49%",,,,
26.05.2004,19069,18860,19079,18737,"258,49M","1,11%",,,,
25.05.2004,18860,18675,18869,18590,"251,91M","1,02%",,,,
24.05.2004,18669,18288,18670,18288,"391,88M","2,10%",,,,
21.05.2004,18285,18239,18387,18041,"227,91M","0,25%",,,,
20.05.2004,18240,18688,18688,18229,"302,29M","-2,40%",,,,
19.05.2004,18688,18602,19120,18602,"351,01M","0,71%",,,,
18.05.2004,18556,18125,18610,18125,"276,89M","2,39%",,,,
17.05.2004,18122,18609,18609,17973,"258,22M","-2,63%",,,,
14.05.2004,18611,18421,18952,18421,"332,08M","1,14%",,,,
13.05.2004,18402,18326,18619,17902,"310,06M","0,42%",,,,
12.05.2004,18326,18543,18745,17885,"336,44M","-1,14%",,,,
11.05.2004,18537,17607,18583,17607,"542,18M","5,30%",,,,
10.05.2004,17604,18616,18616,17601,"378,54M","-5,46%",,,,
07.05.2004,18620,19184,19184,18573,"319,45M","-2,97%",,,,
06.05.2004,19190,20019,20019,19189,"278,40M","-4,17%",,,,
05.05.2004,20026,20013,20342,19835,"213,82M","0,19%",,,,
04.05.2004,19988,19709,20195,19709,"295,16M","1,42%",,,,
03.05.2004,19709,19622,19777,19086,"307,25M","0,52%",,,,
30.04.2004,19607,19871,20172,19508,"410,79M","-1,30%",,,,
29.04.2004,19865,20481,20756,19676,"376,62M","-2,97%",,,,
28.04.2004,20474,21317,21374,20474,"441,51M","-3,95%",,,,
27.04.2004,21317,21324,21715,21254,"269,59M","-0,03%",,,,
26.04.2004,21324,21588,21778,21286,"209,96M","-1,24%",,,,
23.04.2004,21590,21142,21625,21142,"340,50M","2,12%",,,,
22.04.2004,21142,21078,21182,20732,"331,42M","0,30%",,,,
20.04.2004,21078,21627,21665,21068,"303,93M","-2,54%",,,,
19.04.2004,21627,21773,21864,21417,"400,15M","-0,65%",,,,
16.04.2004,21769,21727,21938,21592,"250,13M","0,14%",,,,
15.04.2004,21739,22312,22312,21483,"391,69M","-2,57%",,,,
14.04.2004,22312,22618,22618,22165,"361,93M","-1,36%",,,,
13.04.2004,22620,22777,22995,22555,"236,24M","-0,70%",,,,
12.04.2004,22780,22725,22970,22496,"252,92M","0,24%",,,,
08.04.2004,22725,22451,22740,22307,"254,45M","1,25%",,,,
07.04.2004,22443,23061,23061,22443,"253,28M","-2,72%",,,,
06.04.2004,23072,23146,23179,22859,"272,07M","-0,32%",,,,
05.04.2004,23146,22949,23260,22773,"316,28M","0,86%",,,,
02.04.2004,22949,22650,23034,22629,"437,23M","1,33%",,,,
01.04.2004,22647,22142,22769,22142,"399,16M","2,28%",,,,
31.03.2004,22142,22042,22256,21873,"389,68M","0,45%",,,,
30.03.2004,22043,21531,22045,21531,"290,92M","2,38%",,,,
29.03.2004,21531,21544,21817,21435,"258,38M","-0,05%",,,,
26.03.2004,21541,21001,21651,21001,"311,33M","2,57%",,,,
25.03.2004,21000,20985,21323,20857,"347,64M","0,07%",,,,
24.03.2004,20985,21202,21317,20834,"359,87M","-1,04%",,,,
23.03.2004,21205,21663,21832,21205,"370,09M","-2,11%",,,,
22.03.2004,21663,22248,22248,21569,"158,39M","-2,68%",,,,
19.03.2004,22261,22370,22470,22217,"292,93M","-0,49%",,,,
18.03.2004,22370,21901,22411,21679,"341,66M","2,14%",,,,
17.03.2004,21901,21620,22034,21620,"351,37M","1,33%",,,,
16.03.2004,21613,21234,21647,21234,"308,94M","1,79%",,,,
15.03.2004,21234,21776,21836,21162,"304,93M","-2,49%",,,,
12.03.2004,21776,20770,21800,20770,"342,72M","4,88%",,,,
11.03.2004,20763,21673,21750,20756,"399,57M","-4,19%",,,,
10.03.2004,21670,22674,22674,21670,"326,19M","-4,43%",,,,
09.03.2004,22674,22993,23094,22503,"235,17M","-1,39%",,,,
08.03.2004,22993,22874,23373,22874,"295,07M","0,53%",,,,
05.03.2004,22873,22397,22937,22349,"335,06M","2,14%",,,,
04.03.2004,22393,22542,22753,22256,"347,16M","-0,70%",,,,
03.03.2004,22550,22442,22801,22191,"305,09M","0,48%",,,,
02.03.2004,22442,22496,22714,21942,"339,79M","-0,25%",,,,
01.03.2004,22499,21761,22528,21761,"340,33M","3,42%",,,,
27.02.2004,21755,21455,21755,21448,"275,45M","1,42%",,,,
26.02.2004,21450,21608,21608,21180,"206,81M","-0,74%",,,,
25.02.2004,21609,21341,21732,21341,"127,14M","1,28%",,,,
20.02.2004,21337,20949,21342,20092,"433,51M","1,84%",,,,
19.02.2004,20951,21998,21998,20877,"433,85M","-4,77%",,,,
18.02.2004,22000,22430,22668,21899,"525,01M","-1,90%",,,,
17.02.2004,22426,22195,22520,22017,"414,03M","1,07%",,,,
16.02.2004,22189,22505,22507,21901,"163,74M","-1,51%",,,,
13.02.2004,22530,23067,23230,22188,"367,40M","-2,31%",,,,
12.02.2004,23063,23197,23374,22929,"309,59M","-0,58%",,,,
11.02.2004,23197,22173,23241,22057,"417,59M","4,63%",,,,
10.02.2004,22171,21936,22216,21694,"350,83M","0,96%",,,,
09.02.2004,21962,21970,22493,21853,"373,11M","-0,03%",,,,
06.02.2004,21969,21092,21969,20598,"381,23M","4,16%",,,,
05.02.2004,21092,21685,21909,21077,"414,97M","-2,73%",,,,
04.02.2004,21685,22289,22718,21555,"464,94M","-2,68%",,,,
03.02.2004,22281,21794,22287,21794,"302,44M","2,27%",,,,
02.02.2004,21787,21842,21867,21336,"327,36M","-0,30%",,,,
30.01.2004,21851,22384,22615,21649,"430,57M","-2,39%",,,,
29.01.2004,22386,23849,23859,22300,"516,61M","-6,14%",,,,
28.01.2004,23852,24226,24460,23787,"343,42M","-1,55%",,,,
27.01.2004,24226,24355,24473,23908,"526,96M","-0,51%",,,,
26.01.2004,24350,23471,24350,23471,"383,19M","3,74%",,,,
23.01.2004,23471,22969,23515,22740,"287,87M","2,19%",,,,
22.01.2004,22969,23299,23299,22682,"347,08M","-1,43%",,,,
21.01.2004,23302,23680,23680,23213,"319,64M","-1,59%",,,,
20.01.2004,23679,23382,23724,23382,"271,20M","1,26%",,,,
19.01.2004,23385,23162,23493,23090,"256,15M","1,00%",,,,
16.01.2004,23155,22964,23243,22687,"291,15M","0,84%",,,,
15.01.2004,22962,23400,23400,22962,"449,98M","-1,87%",,,,
14.01.2004,23399,23947,24010,22878,"464,75M","-2,26%",,,,
13.01.2004,23940,24237,24518,23867,"497,93M","-1,23%",,,,
12.01.2004,24237,23896,24323,23892,"379,91M","1,34%",,,,
09.01.2004,23917,23722,24088,23710,"503,35M","0,84%",,,,
08.01.2004,23717,23334,23718,23122,"436,74M","1,70%",,,,
07.01.2004,23320,23576,23899,23320,"464,08M","-1,09%",,,,
06.01.2004,23576,23532,23976,23180,"472,38M","0,19%",,,,
05.01.2004,23532,22445,23532,22445,"496,71M","4,84%",,,,
02.01.2004,22445,22233,22450,22208,"136,42M","0,94%",,,,
30.12.2003,22236,22051,22310,22051,"282,07M","0,87%",,,,
29.12.2003,22045,21815,22046,21815,"199,68M","1,10%",,,,
26.12.2003,21807,21688,21829,21688,"989,48M","0,54%",,,,
23.12.2003,21688,21631,21914,21631,"259,01M","0,27%",,,,
22.12.2003,21630,21386,21630,21344,"199,02M","1,14%",,,,
19.12.2003,21386,21489,21671,21381,"262,17M","-0,48%",,,,
18.12.2003,21489,21199,21502,21195,"267,06M","1,37%",,,,
17.12.2003,21199,20763,21318,20763,"436,62M","2,12%",,,,
16.12.2003,20760,20710,20842,20544,"246,95M","0,24%",,,,
15.12.2003,20710,20974,21381,20709,"365,54M","-1,26%",,,,
12.12.2003,20974,21296,21514,20873,"303,35M","-1,51%",,,,
11.12.2003,21296,20971,21459,20971,"420,36M","1,54%",,,,
10.12.2003,20973,21258,21394,20930,"471,91M","-1,35%",,,,
09.12.2003,21260,20889,21363,20889,"413,53M","1,78%",,,,
08.12.2003,20889,20882,20937,20673,"244,32M","0,04%",,,,
05.12.2003,20880,20418,20922,20418,"317,23M","2,28%",,,,
04.12.2003,20414,20540,20570,20323,"251,50M","-0,61%",,,,
03.12.2003,20540,20462,20586,20322,"283,21M","0,40%",,,,
02.12.2003,20458,20523,20630,20354,"304,97M","-0,30%",,,,
01.12.2003,20521,20184,20522,20184,"347,78M","1,67%",,,,
28.11.2003,20184,19962,20188,19848,"302,21M","1,12%",,,,
27.11.2003,19961,19695,19961,19616,"180,73M","1,35%",,,,
26.11.2003,19695,19810,20002,19667,"240,94M","-0,58%",,,,
25.11.2003,19810,19694,19820,19615,"257,63M","0,61%",,,,
24.11.2003,19691,19258,19730,19258,"329,51M","2,30%",,,,
21.11.2003,19248,19197,19376,19144,"296,39M","0,26%",,,,
20.11.2003,19199,18815,19262,18815,"332,02M","2,08%",,,,
19.11.2003,18807,18819,18857,18610,"255,26M","-0,03%",,,,
18.11.2003,18813,18669,19022,18669,"353,84M","0,77%",,,,
17.11.2003,18669,18985,18985,18648,"389,06M","-1,67%",,,,
14.11.2003,18986,18763,19052,18712,"441,96M","1,23%",,,,
13.11.2003,18755,18795,19115,18677,"440,98M","-0,21%",,,,
12.11.2003,18794,18409,18812,18352,"340,78M","2,09%",,,,
11.11.2003,18409,18572,18572,18261,"373,66M","-0,88%",,,,
10.11.2003,18572,18672,18725,18435,"252,87M","-0,54%",,,,
07.11.2003,18672,18614,18907,18614,"260,12M","0,32%",,,,
06.11.2003,18613,18307,18680,18307,"351,07M","1,67%",,,,
05.11.2003,18307,18545,18563,18267,"345,96M","-1,26%",,,,
04.11.2003,18541,18519,18714,18456,"359,17M","0,13%",,,,
03.11.2003,18517,17983,18517,17983,"291,39M","2,97%",,,,
31.10.2003,17982,18095,18218,17912,"266,03M","-0,62%",,,,
30.10.2003,18094,17945,18193,17731,"298,65M","0,83%",,,,
29.10.2003,17945,18228,18454,17945,"329,64M","-1,55%",,,,
28.10.2003,18228,17750,18228,17691,"268,47M","2,69%",,,,
27.10.2003,17750,17820,17964,17664,"249,00M","-0,36%",,,,
24.10.2003,17814,17687,17835,17340,"232,86M","0,70%",,,,
23.10.2003,17690,18235,18235,17592,"406,04M","-2,99%",,,,
22.10.2003,18235,18449,18449,18221,"298,19M","-1,16%",,,,
21.10.2003,18449,18370,18660,18370,"378,08M","0,43%",,,,
20.10.2003,18370,17791,18399,17770,"361,63M","3,25%",,,,
17.10.2003,17791,17923,17946,17679,"205,45M","-0,92%",,,,
16.10.2003,17955,17944,18075,17834,"280,56M","0,07%",,,,
15.10.2003,17942,18176,18313,17819,"616,25M","-1,30%",,,,
14.10.2003,18178,18063,18246,18063,"363,33M","0,64%",,,,
13.10.2003,18062,17676,18075,17676,"379,98M","2,18%",,,,
10.10.2003,17676,17699,17834,17496,"284,91M","-0,18%",,,,
09.10.2003,17708,17805,18060,17553,"521,46M","-0,54%",,,,
08.10.2003,17805,17474,17952,17474,"531,00M","1,92%",,,,
07.10.2003,17470,17278,17537,17134,"516,18M","1,14%",,,,
06.10.2003,17273,17090,17346,17026,"292,97M","1,08%",,,,
03.10.2003,17089,16898,17290,16898,"463,16M","1,16%",,,,
02.10.2003,16894,16582,17070,16582,"547,89M","1,90%",,,,
01.10.2003,16579,16010,16609,16010,"366,08M","3,55%",,,,
30.09.2003,16011,16109,16287,16010,"273,74M","-0,61%",,,,
29.09.2003,16109,15810,16115,15768,"210,48M","1,89%",,,,
26.09.2003,15811,15807,16113,15773,"283,62M","0,03%",,,,
25.09.2003,15806,16058,16203,15775,"351,80M","-1,57%",,,,
24.09.2003,16058,16446,16636,16053,"289,88M","-2,35%",,,,
23.09.2003,16444,16488,16542,16226,"291,78M","-0,26%",,,,
22.09.2003,16486,16850,16850,16450,"286,68M","-2,17%",,,,
19.09.2003,16851,16890,17104,16822,"396,65M","-0,22%",,,,
18.09.2003,16889,16492,16911,16424,"495,29M","2,41%",,,,
17.09.2003,16492,16280,16492,16225,"353,74M","1,37%",,,,
16.09.2003,16270,16354,16496,16258,"387,27M","-0,44%",,,,
15.09.2003,16342,16423,16601,16277,"446,07M","-0,48%",,,,
12.09.2003,16421,16283,16508,16058,"416,80M","0,79%",,,,
11.09.2003,16292,15985,16454,15985,"472,82M","1,93%",,,,
10.09.2003,15983,15716,15997,15492,"438,73M","1,69%",,,,
09.09.2003,15718,16051,16062,15699,"428,00M","-2,07%",,,,
08.09.2003,16050,15904,16239,15895,"473,88M","0,95%",,,,
05.09.2003,15900,15707,15951,15610,"353,26M","1,24%",,,,
04.09.2003,15705,15635,15884,15564,"374,26M","0,45%",,,,
03.09.2003,15634,15455,15690,15455,"450,61M","1,16%",,,,
02.09.2003,15454,15352,15475,15321,"309,80M","0,67%",,,,
01.09.2003,15352,15174,15374,15075,"196,46M","1,17%",,,,
29.08.2003,15174,15065,15197,14857,"308,40M","0,73%",,,,
28.08.2003,15065,15151,15252,14929,"341,34M","-0,52%",,,,
27.08.2003,15143,14876,15143,14876,"357,64M","1,78%",,,,
26.08.2003,14878,14475,14948,14425,"376,74M","2,79%",,,,
25.08.2003,14473,14613,14714,14426,"256,87M","-0,96%",,,,
22.08.2003,14613,14670,14765,14589,"322,55M","-0,39%",,,,
21.08.2003,14670,14470,14687,14398,"454,70M","1,40%",,,,
20.08.2003,14467,14158,14506,14058,"442,34M","2,18%",,,,
19.08.2003,14158,14147,14236,14091,"340,29M","0,08%",,,,
18.08.2003,14146,13900,14147,13900,"314,11M","1,85%",,,,
15.08.2003,13890,13810,13952,13744,"207,70M","0,56%",,,,
14.08.2003,13812,13683,13849,13529,"217,79M","0,95%",,,,
13.08.2003,13682,13597,13858,13542,"468,34M","0,59%",,,,
12.08.2003,13602,13559,13766,13553,"214,67M","0,31%",,,,
11.08.2003,13560,13500,13582,13442,"157,44M","0,45%",,,,
08.08.2003,13500,13333,13513,13333,"267,09M","1,29%",,,,
07.08.2003,13328,12892,13350,12892,"273,70M","3,42%",,,,
06.08.2003,12888,13060,13188,12839,"311,43M","-1,31%",,,,
05.08.2003,13059,12940,13112,12940,"288,34M","0,93%",,,,
04.08.2003,12939,13128,13128,12757,"275,36M","-1,45%",,,,
01.08.2003,13130,13579,13579,13130,"292,06M","-3,26%",,,,
31.07.2003,13572,13475,13615,13475,"253,61M","0,72%",,,,
30.07.2003,13475,13623,13698,13453,"221,34M","-1,09%",,,,
29.07.2003,13623,13652,13704,13577,"241,49M","-0,15%",,,,
28.07.2003,13643,13752,13783,13605,"232,43M","-0,78%",,,,
25.07.2003,13750,13761,13868,13661,"255,05M","-0,08%",,,,
24.07.2003,13761,13799,13947,13755,"244,37M","-0,27%",,,,
23.07.2003,13799,13852,13942,13755,"309,00M","-0,26%",,,,
22.07.2003,13835,13676,13867,13671,"224,47M","1,17%",,,,
21.07.2003,13676,13794,13859,13676,"232,95M","-0,86%",,,,
18.07.2003,13794,13622,13809,13622,"249,39M","1,26%",,,,
17.07.2003,13622,13487,13636,13360,"242,62M","1,00%",,,,
16.07.2003,13487,13613,13633,13435,"174,04M","-0,93%",,,,
15.07.2003,13614,13593,13736,13568,"227,20M","0,19%",,,,
14.07.2003,13588,13322,13635,13322,"196,83M","2,01%",,,,
11.07.2003,13321,13498,13522,13287,"229,61M","-1,34%",,,,
10.07.2003,13501,13622,13622,13407,"229,20M","-0,86%",,,,
08.07.2003,13619,13401,13619,13339,"218,25M","1,62%",,,,
07.07.2003,13402,13274,13444,13273,"277,04M","0,97%",,,,
04.07.2003,13274,13135,13292,13067,"151,76M","1,06%",,,,
03.07.2003,13134,13308,13309,13134,"183,26M","-1,32%",,,,
02.07.2003,13310,13292,13376,13240,"189,25M","0,15%",,,,
01.07.2003,13291,12967,13291,12893,"281,65M","2,46%",,,,
30.06.2003,12973,13027,13066,12930,"187,87M","-0,40%",,,,
27.06.2003,13024,13112,13193,12976,"243,80M","-0,67%",,,,
26.06.2003,13112,13031,13237,13030,"326,24M","0,66%",,,,
25.06.2003,13026,13110,13286,13015,"433,65M","-0,63%",,,,
24.06.2003,13108,12993,13204,12993,"291,85M","0,90%",,,,
23.06.2003,12991,13132,13273,12895,"268,13M","-1,06%",,,,
20.06.2003,13131,13514,13514,13105,"270,44M","-2,81%",,,,
18.06.2003,13511,13790,13890,13372,"527,95M","-1,93%",,,,
17.06.2003,13777,13843,13973,13732,"300,58M","-0,41%",,,,
16.06.2003,13833,13737,13963,13697,"270,44M","0,72%",,,,
13.06.2003,13734,13980,14047,13677,"326,21M","-1,78%",,,,
12.06.2003,13983,13901,14007,13738,"301,45M","0,77%",,,,
11.06.2003,13877,13898,13930,13721,"296,07M","-0,12%",,,,
10.06.2003,13894,13869,14072,13808,"358,35M","0,35%",,,,
09.06.2003,13846,13926,13979,13810,"251,15M","-0,56%",,,,
06.06.2003,13923,13794,14071,13794,"319,42M","1,04%",,,,
05.06.2003,13780,13690,13908,13588,"361,61M","0,45%",,,,
04.06.2003,13718,13386,13760,13374,"465,94M","2,76%",,,,
03.06.2003,13350,13231,13350,13106,"304,12M","0,92%",,,,
02.06.2003,13229,13441,13505,13212,"299,97M","-1,44%",,,,
30.05.2003,13422,13413,13541,13312,"319,66M","0,12%",,,,
29.05.2003,13405,13303,13507,13301,"378,98M","0,83%",,,,
28.05.2003,13294,13257,13427,13257,"312,82M","0,36%",,,,
27.05.2003,13246,12861,13321,12859,"288,41M","3,06%",,,,
26.05.2003,12852,13149,13239,12852,"223,68M","-2,21%",,,,
23.05.2003,13143,13101,13246,13029,"286,74M","0,32%",,,,
22.05.2003,13101,13031,13173,12971,"294,37M","0,52%",,,,
21.05.2003,13034,12749,13077,12711,"265,43M","2,26%",,,,
20.05.2003,12745,12753,12753,12576,"312,85M","-0,01%",,,,
19.05.2003,12746,13179,13182,12732,"318,86M","-3,62%",,,,
16.05.2003,13225,13143,13225,12877,"356,29M","0,73%",,,,
15.05.2003,13130,13465,13465,13092,"386,51M","-2,45%",,,,
14.05.2003,13459,13428,13483,13336,"301,98M","0,29%",,,,
13.05.2003,13421,13322,13565,13316,"490,48M","0,75%",,,,
12.05.2003,13320,13206,13345,13096,"307,23M","0,80%",,,,
09.05.2003,13214,12950,13247,12950,"476,92M","2,27%",,,,
08.05.2003,12921,12969,13028,12864,"368,61M","-0,27%",,,,
07.05.2003,12956,12669,12981,12664,"462,57M","2,47%",,,,
06.05.2003,12644,12829,12846,12608,"318,41M","-1,47%",,,,
05.05.2003,12833,12829,12870,12717,"338,63M","0,18%",,,,
02.05.2003,12810,12565,12866,12542,"276,02M","2,02%",,,,
30.04.2003,12557,12713,12746,12557,"428,91M","-0,96%",,,,
29.04.2003,12678,12470,12820,12470,"455,75M","1,73%",,,,
28.04.2003,12462,12128,12480,12009,"339,88M","2,77%",,,,
25.04.2003,12126,12124,12185,12059,"306,65M","0,05%",,,,
24.04.2003,12120,12370,12383,12100,"347,97M","-2,21%",,,,
23.04.2003,12394,12455,12455,12315,"296,33M","-0,47%",,,,
22.04.2003,12452,12393,12502,12245,"293,45M","0,46%",,,,
17.04.2003,12395,12052,12432,12052,"403,36M","2,92%",,,,
16.04.2003,12043,12120,12245,12012,"428,38M","-0,52%",,,,
15.04.2003,12106,11865,12111,11828,"459,31M","1,95%",,,,
14.04.2003,11874,11726,11889,11719,"296,98M","1,32%",,,,
11.04.2003,11719,11614,11753,11608,"243,22M","1,10%",,,,
10.04.2003,11591,11784,11819,11578,"293,58M","-1,42%",,,,
09.04.2003,11759,11784,11904,11754,"293,93M","-0,17%",,,,
08.04.2003,11779,12124,12136,11732,"397,04M","-2,95%",,,,
07.04.2003,12136,12154,12436,12120,"377,25M","0,58%",,,,
04.04.2003,12066,12014,12135,11924,"269,61M","0,49%",,,,
03.04.2003,12006,11877,12132,11876,"454,39M","1,13%",,,,
02.04.2003,11872,11615,11998,11602,"455,94M","2,41%",,,,
01.04.2003,11592,11283,11617,11283,"397,56M","2,82%",,,,
31.03.2003,11274,11387,11387,11215,"213,48M","-1,08%",,,,
28.03.2003,11396,11273,11421,11221,"253,54M","1,45%",,,,
27.03.2003,11233,11204,11262,11036,"296,13M","0,24%",,,,
26.03.2003,11206,11248,11296,11186,"277,94M","-0,23%",,,,
25.03.2003,11232,11047,11243,11035,"245,91M","1,63%",,,,
24.03.2003,11053,11362,11362,11024,"217,04M","-2,85%",,,,
21.03.2003,11377,11176,11413,11176,"282,85M","1,96%",,,,
20.03.2003,11159,10993,11174,10858,"310,49M","1,39%",,,,
19.03.2003,11006,11143,11143,10944,"369,60M","-1,30%",,,,
18.03.2003,11151,10891,11192,10891,"369,81M","2,54%",,,,
17.03.2003,10875,10783,10940,10609,"322,28M","0,53%",,,,
14.03.2003,10817,10792,10924,10755,"293,75M","0,32%",,,,
13.03.2003,10783,10606,10840,10591,"397,94M","1,95%",,,,
12.03.2003,10577,10343,10579,10290,"198,16M","2,29%",,,,
11.03.2003,10340,10314,10408,10199,"205,87M","0,30%",,,,
10.03.2003,10309,10695,10695,10294,"259,81M","-3,87%",,,,
07.03.2003,10724,10608,10800,10438,"315,64M","1,02%",,,,
06.03.2003,10615,10311,10626,10311,"326,42M","3,01%",,,,
05.03.2003,10306,10263,10318,10104,"113,34M","0,24%",,,,
28.02.2003,10281,10153,10281,10152,"194,71M","1,29%",,,,
27.02.2003,10150,10006,10151,9998,"225,01M","1,55%",,,,
26.02.2003,9995,10192,10271,9977,"273,28M","-1,93%",,,,
25.02.2003,10192,10231,10231,10022,"380,85M","-0,60%",,,,
24.02.2003,10254,10334,10454,10251,"287,11M","-0,75%",,,,
21.02.2003,10331,10222,10340,10144,"229,60M","1,12%",,,,
20.02.2003,10217,10259,10268,10118,"217,42M","-0,34%",,,,
19.02.2003,10252,10434,10434,10206,"212,35M","-1,89%",,,,
18.02.2003,10450,10192,10466,10166,"340,07M","2,56%",,,,
17.02.2003,10189,10089,10229,10089,"138,64M","1,07%",,,,
14.02.2003,10081,10103,10163,9968,"190,81M","-0,27%",,,,
13.02.2003,10108,10509,10509,10091,"294,98M","-3,83%",,,,
12.02.2003,10510,10512,10587,10445,"341,51M","0,00%",,,,
11.02.2003,10509,10491,10650,10475,"252,40M","0,28%",,,,
10.02.2003,10480,10388,10527,10310,"228,42M","0,95%",,,,
07.02.2003,10381,10567,10692,10355,"196,65M","-1,75%",,,,
06.02.2003,10566,10587,10589,10360,"252,85M","-0,25%",,,,
05.02.2003,10592,10581,10761,10497,"342,69M","0,14%",,,,
04.02.2003,10577,10879,10879,10534,"287,12M","-3,05%",,,,
03.02.2003,10910,10943,11067,10852,"229,17M","-0,28%",,,,
31.01.2003,10941,10761,11004,10741,"276,11M","1,77%",,,,
30.01.2003,10751,10873,11001,10705,"262,67M","-1,04%",,,,
29.01.2003,10863,10514,10863,10457,"351,71M","3,29%",,,,
28.01.2003,10517,10534,10650,10495,"360,52M","-0,12%",,,,
27.01.2003,10530,10768,10768,10462,"369,30M","-2,35%",,,,
24.01.2003,10784,11157,11158,10753,"285,14M","-3,39%",,,,
23.01.2003,11162,11148,11336,11027,"337,15M","0,18%",,,,
22.01.2003,11142,11428,11428,11132,"427,08M","-2,56%",,,,
21.01.2003,11435,11610,11662,11434,"318,28M","-1,83%",,,,
20.01.2003,11648,11675,11742,11545,"209,95M","-0,23%",,,,
17.01.2003,11676,11952,11952,11649,"335,80M","-2,31%",,,,
16.01.2003,11952,11973,12193,11921,"708,09M","-0,16%",,,,
15.01.2003,11971,12151,12151,11899,"418,74M","-1,67%",,,,
14.01.2003,12175,12131,12175,12052,"264,92M","0,53%",,,,
13.01.2003,12110,12243,12350,12095,"270,72M","-1,08%",,,,
10.01.2003,12243,11925,12243,11925,"298,81M","2,78%",,,,
09.01.2003,11912,11814,11964,11780,"275,39M","1,07%",,,,
08.01.2003,11786,11875,11928,11757,"217,19M","-0,76%",,,,
07.01.2003,11876,12010,12018,11842,"387,98M","-1,19%",,,,
06.01.2003,12020,11636,12032,11633,"398,40M","3,62%",,,,
03.01.2003,11600,11632,11798,11600,"197,05M","-0,02%",,,,
02.01.2003,11603,11291,11603,11291,"195,13M","2,97%",,,,
30.12.2002,11268,11235,11325,11212,"248,50M","0,30%",,,,
27.12.2002,11234,11326,11326,11207,"142,34M","-0,74%",,,,
26.12.2002,11318,11475,11475,11301,"146,90M","-1,33%",,,,
23.12.2002,11470,11493,11648,11384,"285,34M","-0,17%",,,,
20.12.2002,11490,11275,11606,11262,"477,37M","2,52%",,,,
19.12.2002,11208,10987,11222,10984,"556,38M","2,03%",,,,
18.12.2002,10985,10833,11007,10723,"517,79M","1,40%",,,,
17.12.2002,10833,10778,10948,10526,"356,29M","0,57%",,,,
16.12.2002,10771,10620,10798,10611,"441,80M","1,96%",,,,
13.12.2002,10564,10598,10648,10494,"330,84M","-0,21%",,,,
12.12.2002,10587,10617,10743,10569,"335,52M","-0,25%",,,,
11.12.2002,10614,10340,10652,10340,"460,01M","2,73%",,,,
10.12.2002,10331,10345,10497,10307,"242,92M","-0,07%",,,,
09.12.2002,10339,10562,10562,10339,"204,30M","-2,18%",,,,
06.12.2002,10569,10414,10575,10412,"205,88M","1,50%",,,,
05.12.2002,10413,10645,10651,10346,"295,59M","-2,13%",,,,
04.12.2002,10640,10664,10681,10505,"315,30M","-0,21%",,,,
03.12.2002,10663,10672,10674,10576,"303,26M","-0,10%",,,,
02.12.2002,10674,10517,10735,10517,"292,38M","1,57%",,,,
29.11.2002,10509,10250,10519,10250,"245,28M","2,63%",,,,
28.11.2002,10239,10222,10292,10187,"113,38M","0,12%",,,,
27.11.2002,10226,10142,10286,10123,"215,81M","0,94%",,,,
26.11.2002,10132,10243,10283,10084,"309,32M","-1,11%",,,,
25.11.2002,10246,10407,10447,10234,"322,69M","-1,52%",,,,
22.11.2002,10404,10288,10433,10124,"314,61M","1,11%",,,,
21.11.2002,10289,10105,10318,10086,"342,95M","2,00%",,,,
20.11.2002,10088,9983,10112,9901,"342,07M","1,17%",,,,
19.11.2002,9971,9971,10052,9839,"317,62M","0,00%",,,,
18.11.2002,9971,9910,10100,9910,"279,86M","0,88%",,,,
14.11.2002,9884,9762,9904,9738,"190,94M","1,24%",,,,
13.11.2002,9764,9721,9813,9569,"270,23M","0,44%",,,,
12.11.2002,9721,9864,9871,9647,"283,78M","-1,67%",,,,
11.11.2002,9886,9873,9977,9868,"162,07M","0,26%",,,,
08.11.2002,9860,9859,10030,9857,"245,14M","0,62%",,,,
07.11.2002,9799,9734,9893,9618,"270,03M","0,99%",,,,
06.11.2002,9703,9857,9861,9583,"315,10M","-1,61%",,,,
05.11.2002,9861,9904,10034,9825,"243,76M","-0,52%",,,,
04.11.2002,9913,10147,10378,9913,"305,44M","-2,24%",,,,
