Data,Último,Abertura,Máxima,Mínima,Vol.,Var%,,,,
25.08.2023,115837,117025,117252,115397,"9,21M","-1,02%",,,,
24.08.2023,117026,118135,118136,116848,"9,20M","-0,94%",,,,
23.08.2023,118135,116160,118135,116159,"11,54M","1,70%",,,,
22.08.2023,116156,114433,116286,114433,"9,83M","1,51%",,,,
21.08.2023,114429,115404,115425,114067,"9,79M","-0,85%",,,,
18.08.2023,115409,114973,115729,114423,"10,60M","0,37%",,,,
17.08.2023,114982,115592,116610,114859,"12,75M","-0,53%",,,,
16.08.2023,115592,116171,117338,115534,"18,86M","-0,50%",,,,
15.08.2023,116171,116809,117697,116033,"14,64M","-0,55%",,,,
14.08.2023,116810,118067,118082,116530,"11,20M","-1,06%",,,,
11.08.2023,118065,118350,119054,117415,"11,87M","-0,24%",,,,
10.08.2023,118350,118412,119438,118113,"12,69M","-0,05%",,,,
09.08.2023,118409,119090,119090,117901,"11,25M","-0,57%",,,,
08.08.2023,119090,119378,119553,117492,"10,25M","-0,24%",,,,
07.08.2023,119380,119509,120104,118894,"8,73M","-0,11%",,,,
04.08.2023,119508,120586,121442,119215,"15,07M","-0,89%",,,,
03.08.2023,120586,120859,122619,120365,"13,03M","-0,23%",,,,
02.08.2023,120859,121249,121252,119798,"10,57M","-0,32%",,,,
01.08.2023,121248,121945,121945,120154,"10,30M","-0,57%",,,,
31.07.2023,121943,120188,122149,120188,"10,12M","1,46%",,,,
28.07.2023,120187,120002,120660,119706,"8,46M","0,16%",,,,
27.07.2023,119990,122560,122599,119825,"10,68M","-2,10%",,,,
26.07.2023,122560,122003,122747,121370,"9,99M","0,45%",,,,
25.07.2023,122008,121344,123010,121344,"11,43M","0,55%",,,,
24.07.2023,121342,120220,121772,120099,"10,49M","0,94%",,,,
21.07.2023,120217,118090,120373,118086,"11,18M","1,81%",,,,
20.07.2023,118083,117558,118290,117484,"8,99M","0,45%",,,,
19.07.2023,117552,117842,118011,116660,"9,73M","-0,25%",,,,
18.07.2023,117841,118218,118732,117324,"8,58M","-0,32%",,,,
17.07.2023,118219,117711,118302,116591,"8,20M","0,43%",,,,
14.07.2023,117711,119268,119329,117526,"8,98M","-1,30%",,,,
13.07.2023,119264,117671,119739,117668,"9,26M","1,36%",,,,
12.07.2023,117666,117557,119156,117557,"8,94M","0,38%",,,,
11.07.2023,117220,117942,117942,115704,"10,59M","-0,61%",,,,
10.07.2023,117942,118897,118897,117814,"8,10M","-0,80%",,,,
07.07.2023,118898,117427,119549,117427,"10,52M","1,25%",,,,
06.07.2023,117426,119548,119548,117096,"11,03M","-1,78%",,,,
05.07.2023,119549,119072,120200,118688,"10,96M","0,40%",,,,
04.07.2023,119076,119673,119678,118830,"6,56M","-0,50%",,,,
03.07.2023,119673,118092,119877,118092,"8,91M","1,34%",,,,
30.06.2023,118087,118388,119447,118087,"13,82M","-0,25%",,,,
29.06.2023,118383,116683,118623,116683,"11,06M","1,46%",,,,
28.06.2023,116681,117524,117937,116560,"10,65M","-0,72%",,,,
27.06.2023,117523,118246,119212,116561,"13,08M","-0,61%",,,,
26.06.2023,118243,118977,119148,117491,"10,46M","-0,62%",,,,
23.06.2023,118977,118959,119386,118178,"12,85M","0,04%",,,,
22.06.2023,118934,120420,120420,118018,"11,83M","-1,23%",,,,
21.06.2023,120420,119623,120519,119332,"11,74M","0,67%",,,,
20.06.2023,119622,119858,119858,118416,"10,92M","-0,20%",,,,
19.06.2023,119858,118757,119939,118558,"6,78M","0,93%",,,,
16.06.2023,118758,119208,119555,118487,"15,25M","-0,39%",,,,
15.06.2023,119221,119068,119686,118693,"12,30M","0,13%",,,,
14.06.2023,119069,116753,119085,116745,"16,94M","1,99%",,,,
13.06.2023,116743,117337,117924,116363,"12,39M","-0,51%",,,,
12.06.2023,117336,117022,117735,116704,"12,02M","0,27%",,,,
09.06.2023,117019,115489,117603,115489,"13,53M","1,33%",,,,
07.06.2023,115488,114610,115978,114610,"14,02M","0,77%",,,,
06.06.2023,114610,112697,114783,112696,"15,03M","1,70%",,,,
05.06.2023,112696,112558,113071,111736,"9,08M","0,12%",,,,
02.06.2023,112558,110568,113070,110567,"14,55M","1,80%",,,,
01.06.2023,110565,108339,110745,108335,"14,67M","2,06%",,,,
31.05.2023,108335,108967,109137,108193,"15,86M","-0,58%",,,,
30.05.2023,108967,110333,111291,108552,"11,59M","-1,24%",,,,
29.05.2023,110333,110906,111168,110195,"5,91M","-0,52%",,,,
26.05.2023,110906,110058,111706,109900,"11,02M","0,77%",,,,
25.05.2023,110054,108800,111115,108800,"14,75M","1,15%",,,,
24.05.2023,108800,109920,109920,108546,"12,98M","-1,03%",,,,
23.05.2023,109929,110213,111325,109713,"12,33M","-0,26%",,,,
22.05.2023,110213,110745,111643,110178,"11,77M","-0,48%",,,,
19.05.2023,110745,110113,111211,109787,"16,14M","0,58%",,,,
18.05.2023,110108,109459,110206,108864,"13,61M","0,59%",,,,
17.05.2023,109460,108194,109774,108188,"13,99M","1,17%",,,,
16.05.2023,108194,109029,110151,108085,"16,90M","-0,77%",,,,
15.05.2023,109029,108469,109271,108356,"11,60M","0,52%",,,,
12.05.2023,108464,108256,108817,107497,"11,92M","0,19%",,,,
11.05.2023,108256,107446,108667,106419,"12,77M","0,75%",,,,
10.05.2023,107448,107114,107744,106538,"13,58M","0,31%",,,,
09.05.2023,107114,106028,107731,105549,"13,53M","1,01%",,,,
08.05.2023,106042,105161,106716,105161,"13,26M","0,85%",,,,
05.05.2023,105148,102175,105306,102175,"16,70M","2,91%",,,,
04.05.2023,102174,101798,103321,101063,"14,84M","0,37%",,,,
03.05.2023,101797,101927,102331,101433,"11,69M","-0,13%",,,,
02.05.2023,101927,104431,104447,101569,"12,02M","-2,40%",,,,
28.04.2023,104432,102923,104432,102449,"13,09M","1,47%",,,,
27.04.2023,102923,102310,103177,101975,"11,30M","0,60%",,,,
26.04.2023,102312,103220,103668,102233,"10,12M","-0,88%",,,,
25.04.2023,103220,103947,103947,102633,"10,87M","-0,70%",,,,
24.04.2023,103947,104367,104822,103247,"10,94M","-0,40%",,,,
20.04.2023,104367,103913,104615,103087,"12,38M","0,44%",,,,
19.04.2023,103913,106149,106149,103604,"12,71M","-2,12%",,,,
18.04.2023,106163,106023,106475,105122,"11,21M","0,14%",,,,
17.04.2023,106016,106279,106830,105623,"10,25M","-0,25%",,,,
14.04.2023,106279,106458,106701,104934,"11,50M","-0,17%",,,,
13.04.2023,106458,106890,107037,106220,"12,18M","-0,40%",,,,
12.04.2023,106890,106218,108277,106217,"17,35M","0,64%",,,,
11.04.2023,106214,101849,106455,101848,"18,73M","4,29%",,,,
10.04.2023,101847,100822,102196,100819,"8,15M","1,02%",,,,
06.04.2023,100822,100978,101628,100443,"9,82M","-0,15%",,,,
05.04.2023,100978,101869,101960,99898,"13,26M","-0,88%",,,,
04.04.2023,101869,101505,103056,101505,"11,70M","0,36%",,,,
03.04.2023,101506,101883,101916,100651,"12,79M","-0,37%",,,,
31.03.2023,101882,103714,104041,101476,"15,12M","-1,77%",,,,
30.03.2023,103713,101796,104085,101796,"14,90M","1,89%",,,,
29.03.2023,101793,101185,102213,100248,"12,46M","0,60%",,,,
28.03.2023,101185,99672,101559,99488,"13,50M","1,52%",,,,
27.03.2023,99670,98833,99997,98833,"9,99M","0,85%",,,,
24.03.2023,98829,97926,99258,97688,"12,41M","0,92%",,,,
23.03.2023,97926,100221,101126,96997,"15,66M","-2,29%",,,,
22.03.2023,100221,100998,101888,100129,"11,50M","-0,77%",,,,
21.03.2023,100998,100923,101670,100923,"9,67M","0,07%",,,,
20.03.2023,100923,101982,102328,100679,"10,90M","-1,04%",,,,
17.03.2023,101982,103434,103434,101664,"17,56M","-1,40%",,,,
16.03.2023,103435,102683,103911,102455,"14,39M","0,74%",,,,
15.03.2023,102675,102930,103048,100692,"15,25M","-0,25%",,,,
14.03.2023,102932,103121,104153,102482,"13,13M","-0,18%",,,,
13.03.2023,103121,103608,103907,102255,"12,99M","-0,48%",,,,
10.03.2023,103618,105071,105071,103201,"17,95M","-1,38%",,,,
09.03.2023,105071,106540,106724,105053,"19,17M","-1,38%",,,,
08.03.2023,106540,104228,106721,104228,"15,90M","2,22%",,,,
07.03.2023,104228,104700,105179,103480,"12,58M","-0,45%",,,,
06.03.2023,104700,103865,105171,103170,"14,28M","0,80%",,,,
03.03.2023,103866,103326,104440,103323,"13,10M","0,52%",,,,
02.03.2023,103326,104375,104912,103321,"14,74M","-1,01%",,,,
01.03.2023,104385,104933,105497,103105,"19,85M","-0,52%",,,,
28.02.2023,104932,105706,106794,104932,"15,67M","-0,74%",,,,
27.02.2023,105711,105807,106402,105227,"9,57M","-0,08%",,,,
24.02.2023,105798,107582,107611,105360,"10,22M","-1,67%",,,,
23.02.2023,107593,107152,108663,106731,"11,46M","0,41%",,,,
22.02.2023,107152,109174,109174,106720,"9,36M","-1,85%",,,,
17.02.2023,109177,109941,109941,108968,"10,06M","-0,70%",,,,
16.02.2023,109941,109599,110437,108378,"13,00M","0,31%",,,,
15.02.2023,109600,107849,110210,107267,"15,50M","1,62%",,,,
14.02.2023,107849,108839,109564,107557,"11,89M","-0,91%",,,,
13.02.2023,108836,108074,109193,107420,"9,97M","0,70%",,,,
10.02.2023,108078,108002,108647,107620,"14,46M","0,07%",,,,
09.02.2023,108008,109952,110046,107767,"12,96M","-1,77%",,,,
08.02.2023,109951,107832,110175,107830,"13,84M","1,97%",,,,
07.02.2023,107830,108727,109037,107234,"12,96M","-0,82%",,,,
06.02.2023,108722,108518,108744,107416,"11,51M","0,18%",,,,
03.02.2023,108523,110141,110570,108185,"13,24M","-1,47%",,,,
02.02.2023,110141,112072,112943,109747,"15,24M","-1,72%",,,,
01.02.2023,112074,113430,113598,110729,"17,82M","-1,20%",,,,
31.01.2023,113431,112273,113691,112145,"12,90M","1,03%",,,,
30.01.2023,112273,112319,112920,111824,"11,27M","-0,04%",,,,
27.01.2023,112316,114178,114191,112044,"10,61M","-1,63%",,,,
26.01.2023,114178,114271,114835,113591,"10,92M","-0,08%",,,,
25.01.2023,114270,113028,114426,111927,"11,41M","1,10%",,,,
24.01.2023,113028,111746,113040,111669,"11,55M","1,16%",,,,
23.01.2023,111737,112041,113061,111542,"13,70M","-0,27%",,,,
20.01.2023,112041,112922,113025,111735,"15,44M","-0,78%",,,,
19.01.2023,112922,112219,113172,111307,"15,59M","0,62%",,,,
18.01.2023,112228,111442,113306,111441,"14,13M","0,71%",,,,
17.01.2023,111439,109214,111577,109214,"14,36M","2,04%",,,,
16.01.2023,109213,110908,110908,108753,"12,51M","-1,54%",,,,
13.01.2023,110916,111843,111847,110428,"15,94M","-0,84%",,,,
12.01.2023,111850,112516,113129,110982,"19,84M","-0,59%",,,,
11.01.2023,112517,110816,112552,110752,"14,46M","1,53%",,,,
10.01.2023,110817,109129,111193,108478,"13,70M","1,55%",,,,
09.01.2023,109130,108964,109938,108134,"12,05M","0,15%",,,,
06.01.2023,108964,107642,109433,107642,"12,63M","1,23%",,,,
05.01.2023,107641,105336,107743,105333,"15,51M","2,19%",,,,
04.01.2023,105334,104167,105627,103915,"14,45M","1,12%",,,,
03.01.2023,104166,106377,106684,103852,"14,47M","-2,08%",,,,
02.01.2023,106376,109734,109734,105981,"8,13M","-3,06%",,,,
29.12.2022,109735,110237,111178,109560,"13,39M","-0,46%",,,,
28.12.2022,110237,108578,110536,108578,"11,19M","1,53%",,,,
27.12.2022,108578,108739,109353,107418,"11,16M","-0,15%",,,,
26.12.2022,108738,109699,109755,108309,"5,22M","-0,87%",,,,
23.12.2022,109698,107552,109994,107552,"12,85M","2,00%",,,,
22.12.2022,107552,107436,108383,106510,"11,49M","0,11%",,,,
21.12.2022,107433,106866,107991,106066,"17,63M","0,53%",,,,
20.12.2022,106864,104740,107792,104607,"19,13M","2,03%",,,,
19.12.2022,104740,102859,105107,102770,"16,77M","1,83%",,,,
16.12.2022,102856,103737,104018,102248,"18,26M","-0,85%",,,,
15.12.2022,103738,103739,105483,103014,"15,57M","-0,01%",,,,
14.12.2022,103746,103536,104516,101632,"24,92M","0,20%",,,,
13.12.2022,103540,105345,106689,103409,"17,70M","-1,71%",,,,
12.12.2022,105343,107518,107561,103877,"15,48M","-2,02%",,,,
09.12.2022,107520,107250,108566,107089,"10,68M","0,25%",,,,
08.12.2022,107249,109068,109286,106906,"14,92M","-1,67%",,,,
07.12.2022,109069,110188,110247,108612,"13,83M","-1,02%",,,,
06.12.2022,110189,109403,110663,109217,"13,44M","0,72%",,,,
05.12.2022,109401,111922,112150,109270,"12,31M","-2,25%",,,,
02.12.2022,111924,110926,113761,109963,"15,98M","0,90%",,,,
01.12.2022,110926,112479,112479,110548,"15,19M","-1,39%",,,,
30.11.2022,112486,110910,112486,110202,"19,70M","1,42%",,,,
29.11.2022,110910,108784,112187,108784,"14,72M","1,96%",,,,
28.11.2022,108782,108977,109476,108378,"11,49M","-0,18%",,,,
25.11.2022,108977,111831,112025,108552,"12,31M","-2,55%",,,,
24.11.2022,111831,108846,112612,108846,"10,30M","2,75%",,,,
23.11.2022,108841,109036,109285,107902,"13,20M","-0,18%",,,,
22.11.2022,109037,109750,110224,107867,"15,06M","-0,65%",,,,
21.11.2022,109748,108868,110235,107957,"16,65M","0,81%",,,,
18.11.2022,108870,109706,111585,108512,"18,77M","-0,76%",,,,
17.11.2022,109703,110241,110242,107245,"23,12M","-0,49%",,,,
16.11.2022,110243,113166,113473,109512,"18,35M","-2,58%",,,,
14.11.2022,113161,112256,114322,111930,"15,08M","0,81%",,,,
11.11.2022,112253,109775,113010,109408,"25,04M","2,26%",,,,
10.11.2022,109775,113579,113579,108516,"26,03M","-3,35%",,,,
09.11.2022,113580,116153,116183,113110,"20,53M","-2,22%",,,,
08.11.2022,116160,115340,117072,114688,"14,24M","0,71%",,,,
07.11.2022,115342,118148,118240,115221,"15,22M","-2,38%",,,,
04.11.2022,118155,116907,120039,116904,"16,21M","1,08%",,,,
03.11.2022,116896,116927,117373,114485,"15,63M","-0,03%",,,,
01.11.2022,116929,116037,118261,115547,"17,97M","0,77%",,,,
31.10.2022,116037,114533,116763,112113,"21,64M","1,31%",,,,
28.10.2022,114539,114636,114712,113336,"14,39M","-0,09%",,,,
27.10.2022,114641,112766,116236,112765,"15,53M","1,66%",,,,
26.10.2022,112764,114626,114626,112577,"16,09M","-1,62%",,,,
25.10.2022,114626,116016,116203,114626,"14,73M","-1,20%",,,,
24.10.2022,116013,119922,119924,115793,"13,28M","-3,27%",,,,
21.10.2022,119929,117170,120752,116736,"18,58M","2,35%",,,,
20.10.2022,117171,116276,117367,116276,"16,92M","0,77%",,,,
19.10.2022,116274,115744,116459,115264,"12,73M","0,46%",,,,
18.10.2022,115743,113627,115795,113627,"14,74M","1,87%",,,,
17.10.2022,113624,112107,114406,112090,"11,63M","1,38%",,,,
14.10.2022,112072,114301,114712,111631,"13,10M","-1,95%",,,,
13.10.2022,114300,114819,115367,112690,"14,58M","-0,46%",,,,
11.10.2022,114827,115928,115928,114297,"13,14M","-0,96%",,,,
10.10.2022,115941,116377,116841,115261,"11,43M","-0,37%",,,,
07.10.2022,116375,117560,117960,115924,"13,62M","-1,01%",,,,
06.10.2022,117561,117200,118382,117144,"14,52M","0,31%",,,,
05.10.2022,117198,116231,117514,115906,"13,56M","0,83%",,,,
04.10.2022,116230,116147,118280,115837,"16,08M","0,08%",,,,
03.10.2022,116134,110048,116134,110048,"20,98M","5,54%",,,,
30.09.2022,110037,107664,110502,107315,"16,54M","2,20%",,,,
29.09.2022,107664,108449,108449,106244,"14,59M","-0,73%",,,,
28.09.2022,108451,108377,108970,107914,"13,54M","0,07%",,,,
27.09.2022,108376,109122,110161,108120,"14,52M","-0,68%",,,,
26.09.2022,109114,111713,111713,109022,"13,13M","-2,33%",,,,
23.09.2022,111716,114070,114070,110732,"13,54M","-2,06%",,,,
22.09.2022,114070,111942,114392,111819,"15,68M","1,91%",,,,
21.09.2022,111936,112517,113294,111380,"14,73M","-0,52%",,,,
20.09.2022,112517,111824,112544,111393,"12,57M","0,62%",,,,
19.09.2022,111824,109283,111976,108508,"12,59M","2,33%",,,,
16.09.2022,109280,109951,109952,108489,"18,84M","-0,61%",,,,
15.09.2022,109954,110547,111100,109524,"11,62M","-0,54%",,,,
14.09.2022,110547,110794,111504,110118,"11,63M","-0,22%",,,,
13.09.2022,110794,113398,113400,110522,"12,61M","-2,30%",,,,
12.09.2022,113407,112307,114160,112305,"11,71M","0,98%",,,,
09.09.2022,112300,109922,112540,109922,"12,16M","2,17%",,,,
08.09.2022,109916,109771,110768,108619,"13,76M","0,14%",,,,
06.09.2022,109764,112203,112203,109348,"14,30M","-2,17%",,,,
05.09.2022,112203,110868,112671,110865,"9,52M","1,21%",,,,
02.09.2022,110864,110409,112264,110409,"16,69M","0,42%",,,,
01.09.2022,110405,109524,110405,108217,"14,48M","0,81%",,,,
31.08.2022,109523,110431,111364,109523,"14,79M","-0,82%",,,,
30.08.2022,110431,112323,112869,110103,"11,94M","-1,68%",,,,
29.08.2022,112323,112296,113222,111689,"9,80M","0,02%",,,,
26.08.2022,112299,113533,114091,111978,"11,16M","-1,09%",,,,
25.08.2022,113532,112898,114156,112768,"11,84M","0,56%",,,,
24.08.2022,112898,112856,113888,112632,"13,76M","0,04%",,,,
23.08.2022,112857,110504,112965,110503,"11,89M","2,13%",,,,
22.08.2022,110501,111487,111487,109858,"11,01M","-0,89%",,,,
19.08.2022,111496,113807,113807,111146,"12,68M","-2,04%",,,,
18.08.2022,113813,113708,114375,113304,"10,64M","0,09%",,,,
17.08.2022,113708,113508,114146,112483,"14,65M","0,17%",,,,
16.08.2022,113512,113034,113626,112690,"12,99M","0,43%",,,,
15.08.2022,113032,112767,113214,111067,"15,55M","0,24%",,,,
12.08.2022,112764,109718,112764,109718,"18,70M","2,78%",,,,
11.08.2022,109718,110236,111310,109604,"14,94M","-0,47%",,,,
10.08.2022,110236,108658,110362,108657,"13,38M","1,46%",,,,
09.08.2022,108651,108403,109331,107842,"12,15M","0,23%",,,,
08.08.2022,108402,106473,108489,106473,"12,67M","1,81%",,,,
05.08.2022,106472,105893,107176,105518,"12,95M","0,55%",,,,
04.08.2022,105892,103777,106162,103777,"15,50M","2,04%",,,,
03.08.2022,103775,103362,103878,102822,"12,38M","0,40%",,,,
02.08.2022,103362,102225,103660,101694,"10,12M","1,11%",,,,
01.08.2022,102225,103165,103317,101764,"11,63M","-0,91%",,,,
29.07.2022,103165,102597,103989,102514,"12,93M","0,55%",,,,
28.07.2022,102597,101437,102686,101045,"11,13M","1,14%",,,,
27.07.2022,101438,99773,101471,99772,"10,26M","1,67%",,,,
26.07.2022,99772,100270,100753,99365,"9,14M","-0,50%",,,,
25.07.2022,100270,98926,100508,98925,"8,62M","1,36%",,,,
22.07.2022,98925,99034,99724,98321,"10,03M","-0,11%",,,,
21.07.2022,99033,98286,99057,97088,"10,06M","0,76%",,,,
20.07.2022,98287,98244,98366,97277,"12,94M","0,04%",,,,
19.07.2022,98245,96920,98346,96917,"10,30M","1,37%",,,,
18.07.2022,96916,96553,98291,96553,"10,74M","0,38%",,,,
15.07.2022,96551,96119,96971,95267,"11,35M","0,45%",,,,
14.07.2022,96121,97879,97879,95431,"12,58M","-1,80%",,,,
13.07.2022,97881,98258,98928,97403,"12,21M","-0,40%",,,,
12.07.2022,98271,98212,98737,97253,"12,57M","0,06%",,,,
11.07.2022,98212,100282,100282,97854,"8,89M","-2,07%",,,,
08.07.2022,100289,100732,101577,99958,"9,73M","-0,44%",,,,
07.07.2022,100730,98722,101420,98722,"12,70M","2,04%",,,,
06.07.2022,98719,98294,99141,97423,"13,35M","0,43%",,,,
05.07.2022,98295,98608,98608,96499,"13,36M","-0,32%",,,,
04.07.2022,98609,98952,99353,98264,"6,28M","-0,35%",,,,
01.07.2022,98954,98542,99340,97231,"11,61M","0,42%",,,,
30.06.2022,98542,99619,99619,97758,"14,59M","-1,08%",,,,
29.06.2022,99622,100592,101313,99218,"10,45M","-0,96%",,,,
28.06.2022,100591,100766,102237,99956,"10,49M","-0,17%",,,,
27.06.2022,100764,98673,101106,98672,"9,90M","2,12%",,,,
24.06.2022,98672,98081,99313,98031,"10,35M","0,60%",,,,
23.06.2022,98080,99523,100232,97775,"12,41M","-1,45%",,,,
22.06.2022,99522,99678,100374,98050,"11,68M","-0,16%",,,,
21.06.2022,99685,99854,101069,99167,"11,07M","-0,17%",,,,
20.06.2022,99853,99824,100481,98409,"10,90M","0,03%",,,,
17.06.2022,99825,102800,102801,98402,"18,93M","-2,90%",,,,
15.06.2022,102807,102068,103952,102046,"16,02M","0,73%",,,,
14.06.2022,102063,102598,103328,101325,"11,56M","-0,52%",,,,
13.06.2022,102598,105476,105478,101700,"13,84M","-2,73%",,,,
10.06.2022,105481,107091,107092,104648,"12,84M","-1,51%",,,,
09.06.2022,107094,108367,108510,107068,"11,96M","-1,18%",,,,
08.06.2022,108368,110067,110142,108045,"10,38M","-1,55%",,,,
07.06.2022,110070,110185,110435,109394,"9,47M","-0,11%",,,,
06.06.2022,110186,111102,111935,110015,"8,21M","-0,82%",,,,
03.06.2022,111102,112392,112392,110935,"8,76M","-1,15%",,,,
02.06.2022,112393,111363,112709,111218,"10,05M","0,93%",,,,
01.06.2022,111360,111351,111931,110822,"9,79M","0,01%",,,,
31.05.2022,111351,111036,111903,110685,"15,81M","0,29%",,,,
30.05.2022,111032,111944,112690,110655,"7,28M","-0,81%",,,,
27.05.2022,111942,111890,112441,111558,"9,98M","0,05%",,,,
26.05.2022,111890,110577,112102,110388,"13,08M","1,18%",,,,
25.05.2022,110580,110580,111006,109699,"10,74M","0,00%",,,,
24.05.2022,110581,110340,110635,108399,"11,72M","0,21%",,,,
23.05.2022,110346,108500,110680,108500,"10,69M","1,71%",,,,
20.05.2022,108488,107056,108795,107056,"12,87M","1,39%",,,,
19.05.2022,107005,106249,107420,105760,"11,43M","0,71%",,,,
18.05.2022,106247,108788,108923,106038,"14,75M","-2,34%",,,,
17.05.2022,108789,108246,109774,108245,"16,50M","0,51%",,,,
16.05.2022,108233,106925,108795,106852,"10,60M","1,22%",,,,
13.05.2022,106924,105691,107773,105691,"12,37M","1,17%",,,,
12.05.2022,105688,104395,105708,103579,"14,00M","1,24%",,,,
11.05.2022,104397,103110,105374,103008,"13,43M","1,25%",,,,
10.05.2022,103110,103251,104286,102386,"13,51M","-0,14%",,,,
09.05.2022,103250,105109,105109,102768,"13,20M","-1,79%",,,,
06.05.2022,105135,105303,106268,103984,"14,14M","-0,16%",,,,
05.05.2022,105304,108337,108337,103923,"13,83M","-2,81%",,,,
04.05.2022,108344,106529,108382,104933,"14,56M","1,70%",,,,
03.05.2022,106528,106640,107127,106033,"9,94M","-0,10%",,,,
02.05.2022,106639,107876,107884,105218,"11,94M","-1,15%",,,,
29.04.2022,107876,109922,111819,107876,"13,66M","-1,86%",,,,
28.04.2022,109919,109349,110702,108905,"11,13M","0,52%",,,,
27.04.2022,109349,108214,110107,108214,"11,52M","1,05%",,,,
26.04.2022,108213,110684,110685,107978,"11,75M","-2,23%",,,,
25.04.2022,110685,111077,111155,109222,"11,10M","-0,35%",,,,
22.04.2022,111078,114343,114343,110591,"10,88M","-2,86%",,,,
20.04.2022,114344,115057,115057,113945,"10,75M","-0,62%",,,,
19.04.2022,115057,115687,115687,114277,"10,54M","-0,55%",,,,
18.04.2022,115687,116182,116191,115177,"8,40M","-0,43%",,,,
14.04.2022,116182,116781,116781,115624,"10,37M","-0,51%",,,,
13.04.2022,116782,116150,117329,116150,"12,07M","0,55%",,,,
12.04.2022,116147,116963,118615,116054,"11,41M","-0,69%",,,,
11.04.2022,116953,118320,118320,116953,"9,56M","-1,16%",,,,
08.04.2022,118322,118861,118868,117487,"11,23M","-0,45%",,,,
07.04.2022,118862,118226,119247,117509,"11,52M","0,54%",,,,
06.04.2022,118228,118885,118885,116791,"13,41M","-0,55%",,,,
05.04.2022,118885,121279,121628,118794,"11,79M","-1,97%",,,,
04.04.2022,121280,121569,121570,120754,"8,81M","-0,24%",,,,
01.04.2022,121570,120001,121579,120001,"13,78M","1,31%",,,,
31.03.2022,119999,120261,120880,119999,"11,20M","-0,22%",,,,
30.03.2022,120260,120013,120531,119775,"10,89M","0,20%",,,,
29.03.2022,120014,118740,120900,118740,"12,93M","1,07%",,,,
28.03.2022,118738,119082,119444,118061,"9,17M","-0,29%",,,,
25.03.2022,119081,119062,119729,118548,"13,81M","0,02%",,,,
24.03.2022,119053,117460,119256,117151,"13,47M","1,36%",,,,
23.03.2022,117457,117270,118270,117036,"11,08M","0,16%",,,,
22.03.2022,117272,116157,117541,116157,"11,38M","0,96%",,,,
21.03.2022,116155,115307,116360,115208,"10,38M","0,73%",,,,
18.03.2022,115311,113076,115311,112475,"19,55M","1,98%",,,,
17.03.2022,113076,111113,113088,111070,"14,41M","1,77%",,,,
16.03.2022,111112,108958,111183,108958,"13,21M","1,98%",,,,
15.03.2022,108959,109925,109925,107781,"13,65M","-0,88%",,,,
14.03.2022,109928,111716,112299,109717,"10,48M","-1,60%",,,,
11.03.2022,111713,113664,114627,111332,"12,48M","-1,72%",,,,
10.03.2022,113663,113900,113939,111889,"12,98M","-0,21%",,,,
09.03.2022,113900,111210,114051,111207,"14,71M","2,43%",,,,
08.03.2022,111203,111594,112390,110969,"15,70M","-0,35%",,,,
07.03.2022,111593,114469,114529,111140,"14,06M","-2,52%",,,,
04.03.2022,114474,115166,115166,113389,"10,72M","-0,60%",,,,
03.03.2022,115166,115173,115948,115010,"12,12M","-0,01%",,,,
02.03.2022,115174,113143,115429,113143,"10,70M","1,80%",,,,
25.02.2022,113142,111591,113142,110673,"17,56M","1,39%",,,,
24.02.2022,111592,112001,112001,109125,"16,79M","-0,37%",,,,
23.02.2022,112008,112892,113721,111748,"12,12M","-0,78%",,,,
22.02.2022,112892,111727,113315,111727,"12,71M","1,04%",,,,
21.02.2022,111725,112880,113405,111608,"7,86M","-1,02%",,,,
18.02.2022,112880,113534,114213,112701,"11,30M","-0,57%",,,,
17.02.2022,113528,115181,115214,113389,"10,81M","-1,43%",,,,
16.02.2022,115181,114830,115734,114816,"12,05M","0,31%",,,,
15.02.2022,114828,113905,114828,113882,"11,65M","0,82%",,,,
14.02.2022,113899,113643,114167,113358,"10,76M","0,29%",,,,
11.02.2022,113572,113368,114899,113128,"18,60M","0,18%",,,,
10.02.2022,113368,112462,113812,112163,"13,27M","0,81%",,,,
09.02.2022,112461,112233,113163,111710,"13,79M","0,20%",,,,
08.02.2022,112234,111995,112251,110943,"10,16M","0,21%",,,,
07.02.2022,111996,112247,112517,111490,"10,67M","-0,22%",,,,
04.02.2022,112245,111696,112415,110321,"11,46M","0,49%",,,,
03.02.2022,111696,111897,112502,111225,"11,04M","-0,18%",,,,
02.02.2022,111894,113228,113666,111645,"11,75M","-1,18%",,,,
01.02.2022,113228,112143,113302,112135,"11,13M","0,97%",,,,
31.01.2022,112144,111910,112678,111195,"12,19M","0,21%",,,,
28.01.2022,111910,112611,112969,111407,"13,52M","-0,62%",,,,
27.01.2022,112612,111303,113057,111303,"14,81M","1,19%",,,,
26.01.2022,111289,110207,112695,110204,"15,51M","0,98%",,,,
25.01.2022,110204,107935,110711,107185,"13,71M","2,10%",,,,
24.01.2022,107937,108941,108948,106624,"12,70M","-0,92%",,,,
21.01.2022,108942,109097,109786,108368,"13,41M","-0,15%",,,,
20.01.2022,109102,108015,109873,108015,"13,63M","1,01%",,,,
19.01.2022,108013,106670,108602,106669,"12,60M","1,26%",,,,
18.01.2022,106668,106369,107013,105786,"11,22M","0,28%",,,,
17.01.2022,106374,106927,106928,106097,"6,92M","-0,52%",,,,
